codice_scuola|anno_corso|scuola|regione|nazionale
"NUTD008016"|1|29.1|30.5|29.7
"NUTD008016"|2|37|35.9|31.8
"NUTD008016"|3|21.4|36.1|33.7
"NUTD008016"|4|44.4|39.5|33.8
"NUTD010005"|1|29.4|30.5|29.7
"NUTD010005"|2|35.1|35.9|31.8
"NUTD010005"|3|43.3|36.1|33.7
"NUTD010005"|4|45|39.5|33.8
"NUTD017011"|1|38.9|30.5|29.7
"NUTD017011"|2|52.9|35.9|31.8
"NUTD017011"|3|28.6|36.1|33.7
"NUTD017011"|4|54.2|39.5|33.8
"NUTD02000Q"|1|25|30.5|29.7
"NUTD02000Q"|2|32.2|35.9|31.8
"NUTD02000Q"|3|23.5|36.1|33.7
"NUTD02000Q"|4|51.6|39.5|33.8
"NUTD02001R"|1|33.3|30.5|29.7
"NUTD02001R"|2|39.1|35.9|31.8
"NUTD02001R"|3|||
"NUTD02001R"|4|75|39.5|33.8
"NUTD03000A"|1|20.2|30.5|29.7
"NUTD03000A"|2|28.6|35.9|31.8
"NUTD03000A"|3|29.9|36.1|33.7
"NUTD03000A"|4|13.4|39.5|33.8
"NUTD040001"|1|18.6|30.5|29.7
"NUTD040001"|2|29.7|35.9|31.8
"NUTD040001"|3|42.5|36.1|33.7
"NUTD040001"|4|25|39.5|33.8
"NUTD090002"|1|41.5|30.5|29.7
"NUTD090002"|2|47.7|35.9|31.8
"NUTD090002"|3|31|36.1|33.7
"NUTD090002"|4|51.6|39.5|33.8
"NUTD090013"|1|35.5|30.5|29.7
"NUTD090013"|2|38.1|35.9|31.8
"NUTD090013"|3|30.3|36.1|33.7
"NUTD090013"|4|9.5|39.5|33.8
"NUTF00201D"|1|50|30.5|29.7
"NUTF00201D"|2|40.9|35.9|31.8
"NUTF00201D"|3|45.5|36.1|33.7
"NUTF00201D"|4|45|39.5|33.8
"NUTF003019"|1|31.4|30.5|29.7
"NUTF003019"|2|47.4|35.9|31.8
"NUTF003019"|3|37.5|36.1|33.7
"NUTF003019"|4|43.3|39.5|33.8
"NUTF00701L"|1|29.7|30.5|29.7
"NUTF00701L"|2|48.3|35.9|31.8
"NUTF00701L"|3|44.1|36.1|33.7
"NUTF00701L"|4|33.3|39.5|33.8
"NUTF01401Q"|1|||
"NUTF01401Q"|2|||
"NUTF01401Q"|3|33.3|36.1|33.7
"NUTF01401Q"|4|62.5|39.5|33.8
"NUTL00301D"|1|31.8|30.5|29.7
"NUTL00301D"|2|42.1|35.9|31.8
"NUTL00301D"|3|31.9|36.1|33.7
"NUTL00301D"|4|45.7|39.5|33.8
"ORPC00801P"|1|34|29.1|23.8
"ORPC00801P"|2|33.9|32.8|24.4
"ORPC00801P"|3|41.2|30.1|24.2
"ORPC00801P"|4|35.9|30.2|21.4
"ORPC01000N"|1|16.7|29.1|23.8
"ORPC01000N"|2|19.4|32.8|24.4
"ORPC01000N"|3|24|30.1|24.2
"ORPC01000N"|4|23.3|30.2|21.4
"ORPM01000T"|1|36.5|29.1|23.8
"ORPM01000T"|2|49.5|32.8|24.4
"ORPM01000T"|3|43.6|30.1|24.2
"ORPM01000T"|4|38.6|30.2|21.4
"ORPS001013"|1|||
"ORPS001013"|2|27.3|32.8|24.4
"ORPS001013"|3|||
"ORPS001013"|4|63.6|30.2|21.4
"ORPS001024"|1|27.8|29.1|23.8
"ORPS001024"|2|45.5|32.8|24.4
"ORPS001024"|3|54.9|30.1|24.2
"ORPS001024"|4|38.7|30.2|21.4
"ORPS00401E"|1|32.4|29.1|23.8
"ORPS00401E"|2|29.4|32.8|24.4
"ORPS00401E"|3|24.3|30.1|24.2
"ORPS00401E"|4|32.3|30.2|21.4
"ORPS01000R"|1|28.1|29.1|23.8
"ORPS01000R"|2|37.5|32.8|24.4
"ORPS01000R"|3|31|30.1|24.2
"ORPS01000R"|4|28.4|30.2|21.4
"ORRA00801B"|1|33.3|33.8|28.8
"ORRA00801B"|2|30.8|39|33
"ORRA00801B"|3|||
"ORRA00801B"|4|50|33|30.7
"ORRA01000A"|1|23.8|33.8|28.8
"ORRA01000A"|2|31.6|39|33
"ORRA01000A"|3|||
"ORRA01000A"|4|18.4|33|30.7
"ORRF007018"|1|27.9|33.8|28.8
"ORRF007018"|2|53.3|39|33
"ORRF007018"|3|||
"ORRF007018"|4|42.9|33|30.7
"ORRI001018"|1|26.3|33.8|28.8
"ORRI001018"|2|36.4|39|33
"ORRI001018"|3|||
"ORRI001018"|4|56.3|33|30.7
"ORSD00701C"|1|23.4|37.2|30.6
"ORSD00701C"|2|33.3|36.6|30.9
"ORSD00701C"|3|||
"ORSD00701C"|4|42.9|29.2|27.2
"ORTD00401A"|1|43.5|30.5|29.7
"ORTD00401A"|2|32.3|35.9|31.8
"ORTD00401A"|3|28.6|36.1|33.7
"ORTD00401A"|4|27.8|39.5|33.8
"ORTD00402B"|1|30|30.5|29.7
"ORTD00402B"|2|27.3|35.9|31.8
"ORTD00402B"|3|21.1|36.1|33.7
"ORTD00402B"|4|35.7|39.5|33.8
"ORTD006012"|1|26.9|30.5|29.7
"ORTD006012"|2|37.5|35.9|31.8
"ORTD006012"|3|38|36.1|33.7
"ORTD006012"|4|41.9|39.5|33.8
"ORTD00801N"|1|73.1|30.5|29.7
"ORTD00801N"|2|57.7|35.9|31.8
"ORTD00801N"|3|43.8|36.1|33.7
"ORTD00801N"|4|66.7|39.5|33.8
"ORTD020007"|1|31.9|30.5|29.7
"ORTD020007"|2|22.8|35.9|31.8
"ORTD020007"|3|41.3|36.1|33.7
"ORTD020007"|4|53.8|39.5|33.8
"ORTF00401L"|1|6.3|30.5|29.7
"ORTF00401L"|2|33.3|35.9|31.8
"ORTF00401L"|3|27.3|36.1|33.7
"ORTF00401L"|4|33.3|39.5|33.8
"ORTF01000V"|1|27.1|30.5|29.7
"ORTF01000V"|2|30.3|35.9|31.8
"ORTF01000V"|3|34.4|36.1|33.7
"ORTF01000V"|4|39.3|39.5|33.8
"ORTH00601Q"|1|||
"ORTH00601Q"|2|21.4|35.9|31.8
"ORTH00601Q"|3|25|36.1|33.7
"ORTH00601Q"|4|14.3|39.5|33.8
"ORTL00601C"|1|26.7|30.5|29.7
"ORTL00601C"|2|20|35.9|31.8
"ORTL00601C"|3|41.2|36.1|33.7
"ORTL00601C"|4|57.9|39.5|33.8
"PAPC001015"|1|20.5|21.9|23.8
"PAPC001015"|2|15.4|21.4|24.4
"PAPC001015"|3|14.9|22.1|24.2
"PAPC001015"|4|13.2|18.8|21.4
"PAPC002011"|1|14.1|21.9|23.8
"PAPC002011"|2|14.3|21.4|24.4
"PAPC002011"|3|24.3|22.1|24.2
"PAPC002011"|4|15.3|18.8|21.4
"PAPC00801X"|1|33.3|21.9|23.8
"PAPC00801X"|2|19.1|21.4|24.4
"PAPC00801X"|3|14.5|22.1|24.2
"PAPC00801X"|4|20.3|18.8|21.4
"PAPC01000V"|1|23|21.9|23.8
"PAPC01000V"|2|21.6|21.4|24.4
"PAPC01000V"|3|34|22.1|24.2
"PAPC01000V"|4|28.9|18.8|21.4
"PAPC030004"|1|26.2|21.9|23.8
"PAPC030004"|2|17.9|21.4|24.4
"PAPC030004"|3|21.7|22.1|24.2
"PAPC030004"|4|21|18.8|21.4
"PAPC04000P"|1|22.9|21.9|23.8
"PAPC04000P"|2|16.1|21.4|24.4
"PAPC04000P"|3|17.2|22.1|24.2
"PAPC04000P"|4|13.8|18.8|21.4
"PAPC09000Q"|1|18.4|21.9|23.8
"PAPC09000Q"|2|19.1|21.4|24.4
"PAPC09000Q"|3|14.9|22.1|24.2
"PAPC09000Q"|4|10.7|18.8|21.4
"PAPC100005"|1|23.1|21.9|23.8
"PAPC100005"|2|38.7|21.4|24.4
"PAPC100005"|3|22.7|22.1|24.2
"PAPC100005"|4|0|18.8|21.4
"PAPC11000Q"|1|26.4|21.9|23.8
"PAPC11000Q"|2|26.7|21.4|24.4
"PAPC11000Q"|3|26.7|22.1|24.2
"PAPC11000Q"|4|23.7|18.8|21.4
"PAPC12000A"|1|19.2|21.9|23.8
"PAPC12000A"|2|19.4|21.4|24.4
"PAPC12000A"|3|12|22.1|24.2
"PAPC12000A"|4|15.6|18.8|21.4
"PAPM001019"|1|31.9|21.9|23.8
"PAPM001019"|2|23.1|21.4|24.4
"PAPM001019"|3|14.7|22.1|24.2
"PAPM001019"|4|15.2|18.8|21.4
"PAPM00401R"|1|14.8|21.9|23.8
"PAPM00401R"|2|33.3|21.4|24.4
"PAPM00401R"|3|18.8|22.1|24.2
"PAPM00401R"|4|||
"PAPM010003"|1|25.8|21.9|23.8
"PAPM010003"|2|30.2|21.4|24.4
"PAPM010003"|3|21.9|22.1|24.2
"PAPM010003"|4|27.3|18.8|21.4
"PAPM01801P"|1|30.8|21.9|23.8
"PAPM01801P"|2|31.3|21.4|24.4
"PAPM01801P"|3|28.1|22.1|24.2
"PAPM01801P"|4|13.2|18.8|21.4
"PAPM02000N"|1|25.3|21.9|23.8
"PAPM02000N"|2|28.9|21.4|24.4
"PAPM02000N"|3|26.5|22.1|24.2
"PAPM02000N"|4|28.3|18.8|21.4
"PAPM04000V"|1|19.5|21.9|23.8
"PAPM04000V"|2|17.8|21.4|24.4
"PAPM04000V"|3|21.7|22.1|24.2
"PAPM04000V"|4|15.3|18.8|21.4
"PAPM07000P"|1|25.6|21.9|23.8
"PAPM07000P"|2|21.8|21.4|24.4
"PAPM07000P"|3|21.1|22.1|24.2
"PAPM07000P"|4|17.5|18.8|21.4
"PAPS00401Q"|1|29.9|21.9|23.8
"PAPS00401Q"|2|49.1|21.4|24.4
"PAPS00401Q"|3|34.8|22.1|24.2
"PAPS00401Q"|4|35.3|18.8|21.4
"PAPS007017"|1|29.4|21.9|23.8
"PAPS007017"|2|17.6|21.4|24.4
"PAPS007017"|3|29.1|22.1|24.2
"PAPS007017"|4|20.6|18.8|21.4
"PAPS008013"|1|17.4|21.9|23.8
"PAPS008013"|2|42.1|21.4|24.4
"PAPS008013"|3|28.6|22.1|24.2
"PAPS008013"|4|26.7|18.8|21.4
"PAPS008024"|1|23.9|21.9|23.8
"PAPS008024"|2|41.7|21.4|24.4
"PAPS008024"|3|24.5|22.1|24.2
"PAPS008024"|4|||
"PAPS00901V"|1|29.5|21.9|23.8
"PAPS00901V"|2|32.3|21.4|24.4
"PAPS00901V"|3|22.1|22.1|24.2
"PAPS00901V"|4|31.7|18.8|21.4
"PAPS010002"|1|30.1|21.9|23.8
"PAPS010002"|2|33.4|21.4|24.4
"PAPS010002"|3|26.5|22.1|24.2
"PAPS010002"|4|33.6|18.8|21.4
"PAPS01102X"|1|20|21.9|23.8
"PAPS01102X"|2|0|21.4|24.4
"PAPS01102X"|3|0|22.1|24.2
"PAPS01102X"|4|0|18.8|21.4
"PAPS011031"|1|15.8|21.9|23.8
"PAPS011031"|2|18.5|21.4|24.4
"PAPS011031"|3|20.4|22.1|24.2
"PAPS011031"|4|12.7|18.8|21.4
"PAPS01701T"|1|9.5|21.9|23.8
"PAPS01701T"|2|5.5|21.4|24.4
"PAPS01701T"|3|32.5|22.1|24.2
"PAPS01701T"|4|9.6|18.8|21.4
"PAPS01901D"|1|25|21.9|23.8
"PAPS01901D"|2|17.1|21.4|24.4
"PAPS01901D"|3|10.5|22.1|24.2
"PAPS01901D"|4|17.4|18.8|21.4
"PAPS01902E"|1|22.4|21.9|23.8
"PAPS01902E"|2|21.8|21.4|24.4
"PAPS01902E"|3|26.1|22.1|24.2
"PAPS01902E"|4|19|18.8|21.4
"PAPS02000L"|1|28|21.9|23.8
"PAPS02000L"|2|29.6|21.4|24.4
"PAPS02000L"|3|20.8|22.1|24.2
"PAPS02000L"|4|15.8|18.8|21.4
"PAPS05000C"|1|27.2|21.9|23.8
"PAPS05000C"|2|27.1|21.4|24.4
"PAPS05000C"|3|25.1|22.1|24.2
"PAPS05000C"|4|21.8|18.8|21.4
"PAPS060003"|1|29.8|21.9|23.8
"PAPS060003"|2|21.5|21.4|24.4
"PAPS060003"|3|28.9|22.1|24.2
"PAPS060003"|4|31.1|18.8|21.4
"PAPS080008"|1|25.7|21.9|23.8
"PAPS080008"|2|28.9|21.4|24.4
"PAPS080008"|3|34.3|22.1|24.2
"PAPS080008"|4|17.4|18.8|21.4
"PAPS09000V"|1|18.5|21.9|23.8
"PAPS09000V"|2|27.1|21.4|24.4
"PAPS09000V"|3|28.3|22.1|24.2
"PAPS09000V"|4|26.4|18.8|21.4
"PAPS100008"|1|24.5|21.9|23.8
"PAPS100008"|2|30.4|21.4|24.4
"PAPS100008"|3|25.9|22.1|24.2
"PAPS100008"|4|23.7|18.8|21.4
"PAPS16000X"|1|66.7|21.9|23.8
"PAPS16000X"|2|50|21.4|24.4
"PAPS16000X"|3|0|22.1|24.2
"PAPS16000X"|4|0|18.8|21.4
"PARA00701R"|1|47.6|25|28.8
"PARA00701R"|2|37.5|27.9|33
"PARA00701R"|3|||
"PARA00701R"|4|38.7|27.9|30.7
"PARA00801L"|1|11.5|25|28.8
"PARA00801L"|2|16|27.9|33
"PARA00801L"|3|||
"PARA00801L"|4|21.2|27.9|30.7
"PARA01401X"|1|23.8|25|28.8
"PARA01401X"|2|36.8|27.9|33
"PARA01401X"|3|||
"PARA01401X"|4|36.4|27.9|30.7
"PARA014021"|1|29.3|25|28.8
"PARA014021"|2|34.6|27.9|33
"PARA014021"|3|||
"PARA014021"|4|44.4|27.9|30.7
"PARA01601G"|1|73.3|25|28.8
"PARA01601G"|2|44.8|27.9|33
"PARA01601G"|3|||
"PARA01601G"|4|36.7|27.9|30.7
"PARA018017"|1|12.5|25|28.8
"PARA018017"|2|18.2|27.9|33
"PARA018017"|3|||
"PARA018017"|4|0|27.9|30.7
"PARA021013"|1|20.1|25|28.8
"PARA021013"|2|8.8|27.9|33
"PARA021013"|3|||
"PARA021013"|4|33.3|27.9|30.7
"PARC01000E"|1|19.9|25|28.8
"PARC01000E"|2|34.4|27.9|33
"PARC01000E"|3|||
"PARC01000E"|4|32.3|27.9|30.7
"PARC020005"|1|27.2|25|28.8
"PARC020005"|2|17.5|27.9|33
"PARC020005"|3|||
"PARC020005"|4|26.6|27.9|30.7
"PARH00201T"|1|31.2|25|28.8
"PARH00201T"|2|40.3|27.9|33
"PARH00201T"|3|||
"PARH00201T"|4|36|27.9|30.7
"PARH00402E"|1|31.1|25|28.8
"PARH00402E"|2|30.6|27.9|33
"PARH00402E"|3|||
"PARH00402E"|4|33.3|27.9|30.7
"PARH01000Q"|1|20.1|25|28.8
"PARH01000Q"|2|21.6|27.9|33
"PARH01000Q"|3|||
"PARH01000Q"|4|29.4|27.9|30.7
"PARH014014"|1|22.1|25|28.8
"PARH014014"|2|16.7|27.9|33
"PARH014014"|3|||
"PARH014014"|4|33.3|27.9|30.7
"PARH02000A"|1|21.1|25|28.8
"PARH02000A"|2|26.9|27.9|33
"PARH02000A"|3|||
"PARH02000A"|4|29|27.9|30.7
"PARH021017"|1|16.1|25|28.8
"PARH021017"|2|28.6|27.9|33
"PARH021017"|3|||
"PARH021017"|4|28.6|27.9|30.7
"PARH050006"|1|11.4|25|28.8
"PARH050006"|2|12.2|27.9|33
"PARH050006"|3|||
"PARH050006"|4|17.2|27.9|30.7
"PARI009014"|1|14.1|25|28.8
"PARI009014"|2|32.3|27.9|33
"PARI009014"|3|||
"PARI009014"|4|25|27.9|30.7
"PARI010007"|1|19.4|25|28.8
"PARI010007"|2|18.2|27.9|33
"PARI010007"|3|||
"PARI010007"|4|16.4|27.9|30.7
"PARI01301Q"|1|24|25|28.8
"PARI01301Q"|2|15|27.9|33
"PARI01301Q"|3|||
"PARI01301Q"|4|0|27.9|30.7
"PARI02000T"|1|33.5|25|28.8
"PARI02000T"|2|34.7|27.9|33
"PARI02000T"|3|||
"PARI02000T"|4|21.2|27.9|30.7
"PARI03000C"|1|30.6|25|28.8
"PARI03000C"|2|31.9|27.9|33
"PARI03000C"|3|||
"PARI03000C"|4|31.7|27.9|30.7
"PARI040003"|1|16.4|25|28.8
"PARI040003"|2|21|27.9|33
"PARI040003"|3|||
"PARI040003"|4|40.2|27.9|30.7
"PASD01000C"|1|38.9|25.2|30.6
"PASD01000C"|2|42.9|28.8|30.9
"PASD01000C"|3|65|28.6|29.5
"PASD01000C"|4|35.3|25.2|27.2
"PASD020003"|1|35.7|25.2|30.6
"PASD020003"|2|38.8|28.8|30.9
"PASD020003"|3|23.8|28.6|29.5
"PASD020003"|4|28.9|25.2|27.2
"PASD03000N"|1|23.8|25.2|30.6
"PASD03000N"|2|32|28.8|30.9
"PASD03000N"|3|||
"PASD03000N"|4|40.2|25.2|27.2
"PASL01000V"|1|35.4|25.2|30.6
"PASL01000V"|2|41.4|28.8|30.9
"PASL01000V"|3|38|28.6|29.5
"PASL01000V"|4|16.8|25.2|27.2
"PASL02000D"|1|23.6|25.2|30.6
"PASL02000D"|2|38.5|28.8|30.9
"PASL02000D"|3|33.8|28.6|29.5
"PASL02000D"|4|0|25.2|27.2
"PATA01601B"|1|50|28.5|29.7
"PATA01601B"|2|||
"PATA01601B"|3|46.2|34|33.7
"PATA01601B"|4|||
"PATD00901P"|1|12.9|28.5|29.7
"PATD00901P"|2|46.7|32.1|31.8
"PATD00901P"|3|7.1|34|33.7
"PATD00901P"|4|11.1|34.6|33.8
"PATD01000T"|1|40|28.5|29.7
"PATD01000T"|2|30|32.1|31.8
"PATD01000T"|3|43.2|34|33.7
"PATD01000T"|4|35.3|34.6|33.8
"PATD01101P"|1|16.7|28.5|29.7
"PATD01101P"|2|37.5|32.1|31.8
"PATD01101P"|3|35.3|34|33.7
"PATD01101P"|4|50|34.6|33.8
"PATD01102Q"|1|25.7|28.5|29.7
"PATD01102Q"|2|29.1|32.1|31.8
"PATD01102Q"|3|38.1|34|33.7
"PATD01102Q"|4|42.9|34.6|33.8
"PATD01301A"|1|31.3|28.5|29.7
"PATD01301A"|2|31.5|32.1|31.8
"PATD01301A"|3|31.4|34|33.7
"PATD01301A"|4|17.1|34.6|33.8
"PATD014016"|1|37.8|28.5|29.7
"PATD014016"|2|28.6|32.1|31.8
"PATD014016"|3|48.4|34|33.7
"PATD014016"|4|46.2|34.6|33.8
"PATD01701N"|1|21.4|28.5|29.7
"PATD01701N"|2|26.9|32.1|31.8
"PATD01701N"|3|35.5|34|33.7
"PATD01701N"|4|38.3|34.6|33.8
"PATD01801D"|1|33.3|28.5|29.7
"PATD01801D"|2|40.9|32.1|31.8
"PATD01801D"|3|25|34|33.7
"PATD01801D"|4|52|34.6|33.8
"PATD019019"|1|28.6|28.5|29.7
"PATD019019"|2|38.5|32.1|31.8
"PATD019019"|3|33.3|34|33.7
"PATD019019"|4|42.1|34.6|33.8
"PATD030003"|1|15.7|28.5|29.7
"PATD030003"|2|30.1|32.1|31.8
"PATD030003"|3|21.7|34|33.7
"PATD030003"|4|24.7|34.6|33.8
"PATD04000N"|1|37.5|28.5|29.7
"PATD04000N"|2|41.2|32.1|31.8
"PATD04000N"|3|39.8|34|33.7
"PATD04000N"|4|35.2|34.6|33.8
"PATD050008"|1|27.3|28.5|29.7
"PATD050008"|2|42.8|32.1|31.8
"PATD050008"|3|35.3|34|33.7
"PATD050008"|4|38|34.6|33.8
"PATD080004"|1|25|28.5|29.7
"PATD080004"|2|26.4|32.1|31.8
"PATD080004"|3|20.9|34|33.7
"PATD080004"|4|41|34.6|33.8
"PATD09000P"|1|34.1|28.5|29.7
"PATD09000P"|2|30.2|32.1|31.8
"PATD09000P"|3|37.8|34|33.7
"PATD09000P"|4|32.5|34.6|33.8
"PATD120009"|1|28.9|28.5|29.7
"PATD120009"|2|34.9|32.1|31.8
"PATD120009"|3|31.6|34|33.7
"PATD120009"|4|39|34.6|33.8
"PATD13000X"|1|33.8|28.5|29.7
"PATD13000X"|2|41.9|32.1|31.8
"PATD13000X"|3|29|34|33.7
"PATD13000X"|4|27.9|34.6|33.8
"PATD17000A"|1|14.1|28.5|29.7
"PATD17000A"|2|30.8|32.1|31.8
"PATD17000A"|3|31.5|34|33.7
"PATD17000A"|4|32.4|34.6|33.8
"PATF010004"|1|27.6|28.5|29.7
"PATF010004"|2|37.1|32.1|31.8
"PATF010004"|3|45.5|34|33.7
"PATF010004"|4|43.5|34.6|33.8
"PATF01301L"|1|23.5|28.5|29.7
"PATF01301L"|2|14.3|32.1|31.8
"PATF01301L"|3|58.3|34|33.7
"PATF01301L"|4|61.5|34.6|33.8
"PATF016014"|1|35|28.5|29.7
"PATF016014"|2|47.2|32.1|31.8
"PATF016014"|3|45.9|34|33.7
"PATF016014"|4|51.7|34.6|33.8
"PATF01801Q"|1|29.7|28.5|29.7
"PATF01801Q"|2|22.9|32.1|31.8
"PATF01801Q"|3|50|34|33.7
"PATF01801Q"|4|7.7|34.6|33.8
"PATF030009"|1|31|28.5|29.7
"PATF030009"|2|33.1|32.1|31.8
"PATF030009"|3|36.9|34|33.7
"PATF030009"|4|39.3|34.6|33.8
"PATH01000G"|1|28.4|28.5|29.7
"PATH01000G"|2|29.5|32.1|31.8
"PATH01000G"|3|47.5|34|33.7
"PATH01000G"|4|49.6|34.6|33.8
"PATL011015"|1|46.9|28.5|29.7
"PATL011015"|2|25|32.1|31.8
"PATL011015"|3|20|34|33.7
"PATL011015"|4|51.6|34.6|33.8
"PATL02000V"|1|27.7|28.5|29.7
"PATL02000V"|2|24.3|32.1|31.8
"PATL02000V"|3|48.4|34|33.7
"PATL02000V"|4|57|34.6|33.8
"PATL03000D"|1|22.9|28.5|29.7
"PATL03000D"|2|33.5|32.1|31.8
"PATL03000D"|3|38.2|34|33.7
"PATL03000D"|4|26.6|34.6|33.8
"PATN01000Q"|1|28.4|28.5|29.7
"PATN01000Q"|2|30.7|32.1|31.8
"PATN01000Q"|3|24|34|33.7
"PATN01000Q"|4|31.7|34.6|33.8
"PCPC010004"|1|24.5|23.8|23.8
"PCPC010004"|2|26.9|23.5|24.4
"PCPC010004"|3|21.6|23.2|24.2
"PCPC010004"|4|15.5|21.2|21.4
"PCPM010008"|1|31|23.8|23.8
"PCPM010008"|2|33.2|23.5|24.4
"PCPM010008"|3|36.1|23.2|24.2
"PCPM010008"|4|14.9|21.2|21.4
"PCPS00101D"|1|26|23.8|23.8
"PCPS00101D"|2|26.7|23.5|24.4
"PCPS00101D"|3|28.4|23.2|24.2
"PCPS00101D"|4|34.7|21.2|21.4
"PCPS004011"|1|5.3|23.8|23.8
"PCPS004011"|2|19.5|23.5|24.4
"PCPS004011"|3|14.3|23.2|24.2
"PCPS004011"|4|26|21.2|21.4
"PCPS02000T"|1|25.6|23.8|23.8
"PCPS02000T"|2|29|23.5|24.4
"PCPS02000T"|3|28.1|23.2|24.2
"PCPS02000T"|4|36.3|21.2|21.4
"PCRA00201V"|1|34.2|30.5|28.8
"PCRA00201V"|2|39.8|33.6|33
"PCRA00201V"|3|||
"PCRA00201V"|4|32.9|31.6|30.7
"PCRA00202X"|1|23.5|30.5|28.8
"PCRA00202X"|2|28.6|33.6|33
"PCRA00202X"|3|||
"PCRA00202X"|4|40|31.6|30.7
"PCRA002031"|1|51.9|30.5|28.8
"PCRA002031"|2|47.6|33.6|33
"PCRA002031"|3|||
"PCRA002031"|4|25|31.6|30.7
"PCRC001012"|1|29|30.5|28.8
"PCRC001012"|2|36.1|33.6|33
"PCRC001012"|3|||
"PCRC001012"|4|42.5|31.6|30.7
"PCRC00301N"|1|42.5|30.5|28.8
"PCRC00301N"|2|43|33.6|33
"PCRC00301N"|3|||
"PCRC00301N"|4|48|31.6|30.7
"PCRI004016"|1|0|30.5|28.8
"PCRI004016"|2|0|33.6|33
"PCRI004016"|3|||
"PCRI004016"|4|0|31.6|30.7
"PCRI00601T"|1|42.6|30.5|28.8
"PCRI00601T"|2|49|33.6|33
"PCRI00601T"|3|||
"PCRI00601T"|4|44.1|31.6|30.7
"PCSL010004"|1|31|34.3|30.6
"PCSL010004"|2|25.5|31.3|30.9
"PCSL010004"|3|33.7|30.7|29.5
"PCSL010004"|4|20.4|26.9|27.2
"PCTA00201P"|1|31|28.1|29.7
"PCTA00201P"|2|29.6|29.9|31.8
"PCTA00201P"|3|38.9|31.4|33.7
"PCTA00201P"|4|32.6|31|33.8
"PCTD001019"|1|29.4|28.1|29.7
"PCTD001019"|2|39.5|29.9|31.8
"PCTD001019"|3|48|31.4|33.7
"PCTD001019"|4|56.5|31|33.8
"PCTD003011"|1|35.5|28.1|29.7
"PCTD003011"|2|32.8|29.9|31.8
"PCTD003011"|3|29.9|31.4|33.7
"PCTD003011"|4|41.3|31|33.8
"PCTD00401R"|1|19.5|28.1|29.7
"PCTD00401R"|2|37.8|29.9|31.8
"PCTD00401R"|3|20.8|31.4|33.7
"PCTD00401R"|4|17.4|31|33.8
"PCTD007018"|1|28.6|28.1|29.7
"PCTD007018"|2|||
"PCTD007018"|3|50|31.4|33.7
"PCTD007018"|4|17.6|31|33.8
"PCTF00101G"|1|54.5|28.1|29.7
"PCTF00101G"|2|45.8|29.9|31.8
"PCTF00101G"|3|29.4|31.4|33.7
"PCTF00101G"|4|42.9|31|33.8
"PCTF004013"|1|24|28.1|29.7
"PCTF004013"|2|12.5|29.9|31.8
"PCTF004013"|3|61.9|31.4|33.7
"PCTF004013"|4|62.5|31|33.8
"PCTF00601P"|1|27|28.1|29.7
"PCTF00601P"|2|26|29.9|31.8
"PCTF00601P"|3|39.1|31.4|33.7
"PCTF00601P"|4|40.9|31|33.8
"PCTL00701P"|1|29.5|28.1|29.7
"PCTL00701P"|2|31.4|29.9|31.8
"PCTL00701P"|3|42.4|31.4|33.7
"PCTL00701P"|4|41|31|33.8
"PDPC001011"|1|29.4|24|23.8
"PDPC001011"|2|23.3|26.3|24.4
"PDPC001011"|3|22.1|24.8|24.2
"PDPC001011"|4|27.3|23.1|21.4
"PDPC00901G"|1|27.4|24|23.8
"PDPC00901G"|2|17.9|26.3|24.4
"PDPC00901G"|3|34.5|24.8|24.2
"PDPC00901G"|4|22.7|23.1|21.4
"PDPC02301T"|1|21.1|24|23.8
"PDPC02301T"|2|26|26.3|24.4
"PDPC02301T"|3|22.6|24.8|24.2
"PDPC02301T"|4|32.4|23.1|21.4
"PDPC03000X"|1|20.4|24|23.8
"PDPC03000X"|2|22.8|26.3|24.4
"PDPC03000X"|3|19.4|24.8|24.2
"PDPC03000X"|4|10.1|23.1|21.4
"PDPM001015"|1|34.4|24|23.8
"PDPM001015"|2|32.4|26.3|24.4
"PDPM001015"|3|22.4|24.8|24.2
"PDPM001015"|4|22.4|23.1|21.4
"PDPM002011"|1|15.1|24|23.8
"PDPM002011"|2|28|26.3|24.4
"PDPM002011"|3|46.2|24.8|24.2
"PDPM002011"|4|38.1|23.1|21.4
"PDPM01000V"|1|30.7|24|23.8
"PDPM01000V"|2|23.9|26.3|24.4
"PDPM01000V"|3|27.7|24.8|24.2
"PDPM01000V"|4|25.9|23.1|21.4
"PDPM01301B"|1|23|24|23.8
"PDPM01301B"|2|24.1|26.3|24.4
"PDPM01301B"|3|28.2|24.8|24.2
"PDPM01301B"|4|16.4|23.1|21.4
"PDPM014017"|1|54.1|24|23.8
"PDPM014017"|2|22.4|26.3|24.4
"PDPM014017"|3|33.3|24.8|24.2
"PDPM014017"|4|48.5|23.1|21.4
"PDPM030004"|1|22.9|24|23.8
"PDPM030004"|2|10.4|26.3|24.4
"PDPM030004"|3|13.4|24.8|24.2
"PDPM030004"|4|21.1|23.1|21.4
"PDPS00201X"|1|22.1|24|23.8
"PDPS00201X"|2|20.1|26.3|24.4
"PDPS00201X"|3|29.9|24.8|24.2
"PDPS00201X"|4|34.3|23.1|21.4
"PDPS00301Q"|1|20|24|23.8
"PDPS00301Q"|2|16.5|26.3|24.4
"PDPS00301Q"|3|23.2|24.8|24.2
